stop_id,stop_name,stop_lat,stop_lon,location_type,parent_station,stop_timezone,country,plk_secondary_id
48827,Drzewica,51.43699538572,20.46566942328,0,,,,
48835,Smogorzów Przysuski,51.39494181835,20.60514311045,0,,,,
48843,Zygmuntów,51.40862597204,20.57215824935,0,,,,
48850,Bieliny Opoczyńskie,51.42399089995,20.50209009689,0,,,,
48868,Dęba Opoczyńska,51.48194967038,20.25791999007,0,,,,
4887,Jezierzyce Słupskie,54.50430238226,17.12140915633,0,,,,
48884,Tomaszów Mazowiecki Białobrzegi,51.52457892984,20.06592748404,0,,,,
48892,Antoniów,51.47586606015,20.19896411311,0,,,,
48918,Brzustów,51.49365867008,20.14672098398,0,,,,
4895,Damnica,54.49802269437,17.26980003173,0,,,,
48959,Opoczno Południe,51.35914690831,20.23239611506,0,,,,
49049,Wieniawa,51.36347859079,20.78974915939,0,,,,
49056,Chronów,51.35810585167,20.93040477183,0,,,,
49064,Podbór,51.36044760142,20.8755960172,0,,,,
49072,Skrzynno,51.36522689015,20.72139808333,0,,,,
49106,Jastrząb,51.24884163472,20.98456318385,0,,,,
4911,Strzyżyno Słupskie,54.49104456036,17.37303077706,0,,,,
49130,Ruda Wielka,51.29225685333,21.04011511047,0,,,,
49148,Wola Lipieniecka,51.27690753807,21.02637554233,0,,,,
49155,Gąsawy Plebańskie,51.23195205302,20.94724344048,0,,,,
49163,Rożki,51.33928768147,21.0547064762,0,,,,
49205,Ostrowiec Świętokrzyski,50.93359476679,21.37783609799,0,,,,
49254,Kunów,50.96809596611,21.29495750064,0,,,,
49262,Boksycka,50.94992490941,21.32280658146,0,,,,
49270,Staw Kunowski,51.00557293132,21.24509594219,0,,,,
49288,Brody Iłżeckie,51.02149697398,21.19987414463,0,,,,
4929,Głuszyno Pomorskie,54.48989362267,17.41784218651,0,,,,
49296,Styków Iłżecki,51.01088617932,21.15112220574,0,,,,
49320,Bodzechów,50.91354598509,21.43417594671,0,,,,
49346,Brzóstowa,50.89843175322,21.48264882803,0,,,,
49353,Ćmielów,50.88794124295,21.52877498141,0,,,,
4937,Potęgowo,54.48520779033,17.48563988095,0,,,,
49437,Jasice,50.85285744691,21.62706996845,0,,,,
49445,Drygulec,50.8756965334,21.5776858609,0,,,,
4945,Kępice,54.24138000541,16.89080453031,0,,,,
49452,Jakubowice,50.81104512557,21.66453103989,0,,,,
49502,Końskie,51.19021723079,20.42286514163,0,,,,
49510,Czesławice,51.30738889456,22.2633606036,0,,,,
4952,Ustka,54.57873708694,16.86106249282,0,,,,
49536,Kornica,51.21701011892,20.40502412532,0,,,,
49544,Stąporków,51.1432547936,20.57549970523,0,,,,
49551,Wąsosz Konecki,51.14508613919,20.47778069437,0,,,,
49577,Czarniecka Góra,51.14369285324,20.51859050721,0,,,,
49585,Sołtyków,51.13778609774,20.69128985882,0,,,,
49619,Wólka Plebańska,51.15339605073,20.632186442,0,,,,
49700,Opoczno,51.37289664142,20.27150690032,0,,,,
49726,Słomianka,51.40136200359,20.20464138208,0,,,,
49734,Szadkowice,51.41962710502,20.16854329263,0,,,,
49742,Bratków,51.45509305775,20.11525719076,0,,,,
49759,Jeleń,51.50209500077,20.07295687838,0,,,,
49767,Petrykozy,51.29540763845,20.36347074789,0,,,,
49775,Sitowa,51.33911487162,20.32434466982,0,,,,
4978,Charnowo Słupskie,54.53195528163,16.92037521495,0,,,,
49783,Ruda Białaczowska,51.26229421231,20.38234303548,0,,,,
49809,Dęblin,51.57814967532,21.83430789828,0,,,,
49841,Rokitnia Stara,51.61199971011,21.79831550528,0,,,,
4986,Strzelinko,54.51318763048,16.96292310185,0,,,,
49882,Leopoldów,51.66824587786,22.01254455217,0,,,,
49890,Grabów Szlachecki,51.70371988546,22.09648639482,0,,,,
49916,Zajezierze koło Dęblina,51.54214824003,21.81728732275,0,,,,
50005,Puławy Azoty,51.47498219493,21.94893818373,0,,,,
50013,Puławy Chemia,51.44633370451,21.96838543451,0,,,,
50021,Puławy Miasto,51.42721669507,21.98475355656,0,,,,
50039,Puławy,51.41033808928,22.01157478274,0,,,,
50047,Skoki-Borowa,51.54012097682,21.84842367592,0,,,,
50054,Gołąb,51.50529513463,21.90998663048,0,,,,
50088,Końskowola,51.3984549469,22.04833535824,0,,,,
50104,Nałęczów,51.31807269238,22.21296795595,0,,,,
50138,Sadurki,51.28570381579,22.28536842202,0,,,,
50146,Miłocin Lubelski,51.26879670941,22.31249562624,0,,,,
50153,Motycz,51.22135900427,22.42388801851,0,,,,
50161,Motycz Leśny,51.23779406433,22.37217752177,0,,,,
50179,Klementowice,51.36287685657,22.10991307614,0,,,,
50195,Łopatki,51.3296383548,22.15144015997,0,,,,
50203,Bąkowiec,51.51730045124,21.72350870898,0,,,,
50286,Garbatka Letnisko,51.49478541802,21.62993686375,0,,,,
50468,Lublin Północny,51.24229362694,22.59959854206,0,,,,
50484,Świdnik Miasto,51.22379900765,22.69500085715,0,,,,
50492,Świdnik Wschód,51.2210525917,22.7140210491,0,,,,
50500,Lublin Główny,51.23135643241,22.56920429158,0,,,,
50518,Podzamcze,51.20970769583,22.78739663953,0,,,,
50542,Stasin Polny,51.21349855366,22.47504376267,0,,,,
50609,Lubartów,51.44553685262,22.60821456346,0,,,,
50617,Wandzin,51.39852600337,22.62993170973,0,,,,
50625,Bystrzyca koło Lublina,51.34848122259,22.63769417313,0,,,,
50633,Ciecierzyn,51.31927989537,22.60828479305,0,,,,
50641,Rudnik,51.28761071223,22.62254239874,0,,,,
50658,Jaszczów,51.20196808359,22.91093749445,0,,,,
50666,Trawniki,51.13598108505,22.99342727878,0,,,,
50674,Biskupice,51.161208441,22.9471446445,0,,,,
50682,Minkowice,51.21712775975,22.76468884376,0,,,,
